isDefective,CountLineCodeExe,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,productName,dataset
1,771,9,9,12,3,85,12,50,20,1876,258,1039,235,508,437,593,140,453,59,59,92,0.49,167,165,230,67,Apache2.0,RELINK
1,30,2,2,2,1,14,2,11,2,101,11,48,23,41,14,20,10,10,3,3,3,0.85,6,6,7,3,Apache2.0,RELINK
1,50,4,4,4,3,20,2,18,0,120,14,71,12,29,29,44,12,32,5,5,5,0.41,15,15,15,13,Apache2.0,RELINK
1,319,8,8,9,3,88,8,56,22,789,80,449,77,230,255,315,73,242,34,34,41,0.51,64,64,75,29,Apache2.0,RELINK
0,62,6,6,6,4,45,4,32,5,179,20,99,26,47,67,85,25,60,9,9,9,0.47,19,19,19,13,Apache2.0,RELINK
1,368,8,8,10,1,32,2,28,1,687,64,538,110,73,296,428,94,334,53,53,63,0.14,138,138,180,22,Apache2.0,RELINK
0,22,2,2,2,1,10,1,9,0,82,10,38,8,33,22,29,8,21,3,3,3,0.87,8,8,8,4,Apache2.0,RELINK
0,140,8,5,8,6,42,1,41,0,254,12,208,52,33,118,159,52,107,12,8,12,0.16,40,24,42,33,Apache2.0,RELINK
0,297,21,13,23,16,221,28,96,21,1081,144,374,116,139,210,270,41,229,60,35,66,0.37,63,38,69,50,Apache2.0,RELINK
0,579,7,4,7,4,54,6,35,7,1969,286,861,226,311,409,547,113,434,75,22,75,0.36,140,85,142,85,Apache2.0,RELINK
1,71,4,4,5,1,16,1,14,1,199,19,96,18,44,44,75,18,57,7,7,8,0.46,31,31,32,11,Apache2.0,RELINK
1,243,6,6,7,4,61,5,47,8,462,43,330,57,79,201,244,57,187,15,15,16,0.24,44,44,47,31,Apache2.0,RELINK
1,533,4,4,4,1,36,3,29,5,1362,112,824,214,392,476,556,167,389,15,15,16,0.48,100,100,105,49,Apache2.0,RELINK
0,165,3,3,3,1,28,3,22,3,351,43,245,64,62,144,174,63,111,7,7,8,0.25,33,33,36,19,Apache2.0,RELINK
0,157,3,3,4,2,18,1,16,1,449,43,260,61,59,136,191,49,142,7,7,10,0.23,53,51,62,35,Apache2.0,RELINK
1,194,4,4,4,3,24,2,17,1,574,65,331,66,109,180,251,58,193,11,11,12,0.33,72,72,78,59,Apache2.0,RELINK
1,752,8,8,8,4,36,3,29,5,2518,164,1059,193,1284,567,840,125,715,30,30,36,1.21,280,270,295,156,Apache2.0,RELINK
0,83,4,2,4,2,20,2,16,2,194,25,128,54,43,38,61,17,44,16,7,17,0.34,21,12,22,13,Apache2.0,RELINK
0,174,25,11,26,11,100,20,71,11,401,81,212,15,114,134,209,11,198,67,25,68,0.54,75,33,78,33,Apache2.0,RELINK
1,210,10,10,15,1,118,10,58,37,619,59,282,80,187,130,168,33,135,29,29,50,0.66,38,38,60,7,Apache2.0,RELINK
0,33,7,7,7,3,53,4,48,1,101,8,48,8,33,32,39,7,32,7,7,7,0.69,7,7,7,3,Apache2.0,RELINK
0,11,2,2,2,1,9,1,8,0,78,10,34,12,30,17,23,11,12,4,4,4,0.88,7,7,7,4,Apache2.0,RELINK
0,82,13,12,15,1,65,7,56,2,200,20,112,15,55,59,86,12,74,25,22,29,0.49,26,23,30,2,Apache2.0,RELINK
0,8,2,2,2,1,8,1,7,0,75,9,32,13,30,16,22,12,10,3,3,3,0.94,6,6,6,4,Apache2.0,RELINK
0,10,2,2,3,1,17,1,16,0,46,4,16,4,23,11,13,4,9,2,2,3,1.44,2,2,3,1,Apache2.0,RELINK
1,893,6,5,6,2,42,3,29,7,2229,233,1406,311,467,713,1026,355,671,27,27,29,0.33,223,209,248,115,Apache2.0,RELINK
0,52,7,7,7,1,50,8,39,4,588,23,78,13,62,56,69,13,56,12,12,12,0.79,14,14,14,2,Apache2.0,RELINK
1,128,3,3,3,2,43,3,18,4,593,54,222,50,67,85,123,30,93,9,9,10,0.3,37,39,39,29,Apache2.0,RELINK
1,981,5,5,7,2,27,2,22,2,2170,260,1469,225,339,768,1127,201,926,30,26,52,0.23,367,334,501,179,Apache2.0,RELINK
1,764,6,6,8,4,55,7,34,14,2021,278,1124,190,586,449,655,132,523,37,36,45,0.52,206,198,256,158,Apache2.0,RELINK
0,14,5,5,5,4,25,0,22,3,47,4,22,2,18,10,15,1,14,5,5,5,0.82,5,5,5,4,Apache2.0,RELINK
0,0,0,0,0,0,0,0,0,0,57,2,0,0,16,0,0,0,0,0,0,0,0.0,0,0,0,0,Apache2.0,RELINK
0,8,1,1,1,1,4,0,4,0,128,22,44,20,25,16,24,16,8,1,1,1,0.57,8,8,8,8,Apache2.0,RELINK
0,0,0,0,0,0,0,0,0,0,126,2,0,0,16,0,0,0,0,0,0,0,0.0,0,0,0,0,Apache2.0,RELINK
1,231,4,4,4,2,20,1,17,1,601,71,446,120,72,191,269,76,193,14,14,21,0.16,92,92,104,53,Apache2.0,RELINK
1,675,6,6,8,3,57,7,34,8,1758,237,942,217,310,454,619,121,498,30,30,36,0.33,168,168,200,86,Apache2.0,RELINK
1,0,0,0,0,0,0,0,0,0,450,3,0,0,23,0,0,0,0,0,0,0,0.0,0,0,0,0,Apache2.0,RELINK
1,0,0,0,0,0,0,0,0,0,762,3,0,0,23,0,0,0,0,0,0,0,0.0,0,0,0,0,Apache2.0,RELINK
0,287,6,6,7,4,56,7,36,13,791,108,427,81,245,182,257,58,199,12,12,17,0.57,75,74,87,54,Apache2.0,RELINK
0,34,2,2,2,1,18,2,15,1,173,22,60,20,83,45,52,19,33,2,2,2,1.38,7,7,7,4,Apache2.0,RELINK
0,16,1,1,1,1,12,1,9,1,105,14,57,31,21,17,23,11,12,1,1,1,0.37,6,6,6,6,Apache2.0,RELINK
0,1,1,1,1,1,9,0,9,0,39,3,9,6,15,1,2,1,1,1,1,1,1.67,1,1,1,1,Apache2.0,RELINK
1,269,6,6,8,2,45,4,30,6,717,87,426,81,121,214,300,71,229,23,23,28,0.28,88,88,109,31,Apache2.0,RELINK
0,94,2,2,2,1,39,1,26,11,240,20,137,27,81,95,105,21,84,6,6,7,0.59,10,10,11,9,Apache2.0,RELINK
0,36,2,2,3,2,19,1,12,0,147,20,64,17,25,28,39,10,29,4,4,7,0.39,12,12,15,11,Apache2.0,RELINK
1,50,10,10,11,10,98,20,72,6,128,27,72,12,22,42,51,12,39,10,10,11,0.31,10,10,11,10,Apache2.0,RELINK
1,354,5,5,6,3,35,3,26,7,1072,126,607,119,280,309,428,107,321,18,18,22,0.46,122,122,148,79,Apache2.0,RELINK
0,0,0,0,0,0,0,0,0,0,697,1,0,0,16,0,0,0,0,0,0,0,0.0,0,0,0,0,Apache2.0,RELINK
0,205,17,13,21,8,100,7,83,3,375,34,268,49,44,144,196,35,161,46,33,56,0.16,51,38,62,25,Apache2.0,RELINK
1,866,5,5,6,2,42,3,29,8,2136,224,1322,289,474,666,962,341,621,29,29,34,0.36,205,191,229,89,Apache2.0,RELINK
0,244,6,6,7,1,34,3,28,3,567,95,355,77,129,252,313,73,240,19,19,25,0.36,66,61,74,21,Apache2.0,RELINK
0,17,2,2,2,1,7,0,7,1,66,6,35,9,28,16,25,8,17,4,4,5,0.8,9,9,10,4,zxing1.6,RELINK
1,2,1,1,1,1,7,0,6,1,17,2,13,9,2,6,9,7,2,1,1,1,0.15,2,2,2,2,zxing1.6,RELINK
0,9,1,1,1,1,6,1,5,0,75,20,55,36,0,35,45,36,9,1,1,1,0.0,9,9,9,9,zxing1.6,RELINK
0,91,1,1,1,1,10,0,10,1,176,17,130,18,49,85,104,18,86,4,4,4,0.38,20,20,20,12,zxing1.6,RELINK
1,388,2,2,2,1,37,0,35,1,560,32,485,60,43,78,106,48,58,5,5,9,0.09,24,24,29,20,zxing1.6,RELINK
1,19,1,1,1,1,8,0,8,0,55,7,46,18,3,32,39,21,18,2,2,2,0.07,9,9,9,5,zxing1.6,RELINK
0,18,3,3,4,2,21,3,16,1,73,15,51,21,7,28,38,21,17,6,6,8,0.14,11,11,13,6,zxing1.6,RELINK
0,16,3,3,3,1,20,3,16,0,51,11,39,15,6,21,27,12,15,5,5,5,0.15,7,7,7,2,zxing1.6,RELINK
0,15,3,3,3,1,17,3,14,0,47,11,35,13,6,18,23,10,13,4,4,4,0.17,6,6,6,2,zxing1.6,RELINK
0,21,3,3,3,1,16,0,15,0,52,4,47,17,1,31,37,17,20,5,5,5,0.02,9,9,9,3,zxing1.6,RELINK
0,16,3,3,3,1,20,1,17,2,43,4,36,13,4,22,27,12,15,5,5,5,0.11,7,7,7,2,zxing1.6,RELINK
0,16,2,2,2,2,12,1,10,1,60,12,44,19,4,20,28,16,12,5,5,5,0.09,8,8,8,8,zxing1.6,RELINK
0,9,1,1,1,1,7,0,7,0,39,6,25,11,8,12,17,10,7,2,2,3,0.32,4,4,5,3,zxing1.6,RELINK
1,16,2,2,3,1,12,1,11,0,45,9,36,12,0,27,30,14,16,5,5,7,0.0,7,7,9,3,zxing1.6,RELINK
0,1,1,1,1,1,3,0,3,0,4,0,4,1,0,1,3,2,1,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
0,1,1,1,1,1,5,0,5,0,7,0,7,4,0,2,4,3,1,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
0,2,1,1,1,1,4,0,4,0,10,0,10,5,0,5,7,5,2,1,1,1,0.0,2,2,2,2,zxing1.6,RELINK
0,59,13,13,27,4,71,4,50,16,164,12,112,27,40,46,71,24,47,25,25,54,0.36,26,26,55,9,zxing1.6,RELINK
0,1,1,1,1,1,3,0,2,0,11,3,7,4,1,2,4,3,1,1,1,1,0.14,2,2,2,2,zxing1.6,RELINK
1,37,1,1,1,1,8,0,8,0,82,9,61,13,14,40,50,13,37,3,3,4,0.23,11,11,12,7,zxing1.6,RELINK
0,4,1,1,1,1,3,0,3,0,17,4,13,6,0,6,9,5,4,1,1,1,0.0,3,3,3,3,zxing1.6,RELINK
0,20,3,3,3,1,15,1,13,1,70,10,44,14,16,24,33,13,20,7,7,8,0.36,9,9,10,3,zxing1.6,RELINK
0,7,1,1,1,1,3,0,3,0,22,0,22,9,0,10,15,8,7,1,1,1,0.0,5,5,5,5,zxing1.6,RELINK
0,1,1,1,1,1,3,0,2,0,11,3,7,4,1,2,4,3,1,1,1,1,0.14,2,2,2,2,zxing1.6,RELINK
0,1,1,1,1,1,3,0,2,0,11,3,7,4,1,2,4,3,1,1,1,1,0.14,2,2,2,2,zxing1.6,RELINK
0,63,2,2,2,1,7,0,6,0,222,22,139,35,63,75,105,43,62,7,7,8,0.45,41,41,43,24,zxing1.6,RELINK
0,6,2,2,2,1,9,0,9,0,14,1,13,4,0,6,8,3,5,2,2,2,0.0,2,2,2,1,zxing1.6,RELINK
1,23,2,2,2,1,12,0,10,1,113,13,65,26,35,44,52,30,22,4,4,4,0.54,15,15,15,6,zxing1.6,RELINK
1,36,3,1,3,1,8,0,8,0,88,10,67,21,14,35,45,20,25,10,4,10,0.21,18,10,18,6,zxing1.6,RELINK
0,8,1,1,1,1,12,0,12,1,30,3,24,11,4,14,17,9,8,1,1,1,0.17,1,1,1,1,zxing1.6,RELINK
0,3,1,1,1,1,3,0,3,0,16,4,12,6,0,5,7,4,3,1,1,1,0.0,2,2,2,2,zxing1.6,RELINK
0,61,3,3,3,1,16,0,15,0,136,11,123,41,2,76,93,38,55,5,5,5,0.02,19,19,19,6,zxing1.6,RELINK
1,10,1,1,1,1,4,0,4,0,41,9,32,13,0,10,19,10,9,2,2,2,0.0,8,8,8,7,zxing1.6,RELINK
1,127,6,6,8,5,30,1,27,2,299,24,231,59,50,132,166,59,107,13,13,21,0.22,51,48,64,40,zxing1.6,RELINK
0,11,1,1,1,1,3,0,3,0,54,9,29,10,18,13,19,8,11,2,2,2,0.62,6,6,6,5,zxing1.6,RELINK
0,111,6,5,7,4,30,1,27,1,239,21,203,53,22,113,145,53,92,13,10,19,0.11,44,41,54,33,zxing1.6,RELINK
0,198,7,7,7,4,37,2,32,2,461,41,383,114,39,220,287,108,179,29,29,29,0.1,77,77,85,44,zxing1.6,RELINK
0,187,3,3,4,2,19,1,16,2,520,48,375,111,105,210,277,109,168,11,11,11,0.28,83,83,91,54,zxing1.6,RELINK
1,51,2,2,2,1,12,0,11,0,121,16,90,24,15,57,67,22,45,6,4,6,0.17,18,14,19,10,zxing1.6,RELINK
1,10,1,1,1,1,4,0,4,0,32,6,26,10,0,13,19,9,10,2,2,3,0.0,6,6,7,5,zxing1.6,RELINK
0,29,1,1,1,1,12,0,12,0,60,6,54,17,0,36,43,16,27,4,4,4,0.0,7,7,7,7,zxing1.6,RELINK
0,7,1,1,1,1,10,0,10,0,28,3,22,10,3,12,15,8,7,1,1,1,0.14,1,1,1,1,zxing1.6,RELINK
0,76,5,5,6,1,25,0,25,0,136,7,129,27,0,82,97,31,66,8,8,10,0.0,28,28,32,8,zxing1.6,RELINK
1,24,2,2,3,1,13,1,12,0,106,13,54,18,39,36,42,18,24,6,6,8,0.72,11,11,13,6,zxing1.6,RELINK
0,87,9,9,10,6,49,4,40,5,232,28,171,39,41,91,119,44,75,14,14,17,0.24,38,38,42,25,zxing1.6,RELINK
0,75,1,1,1,1,5,0,5,0,214,30,142,39,43,71,98,38,60,2,2,14,0.3,27,27,42,25,zxing1.6,RELINK
0,28,3,3,4,2,15,0,12,3,119,10,64,18,46,30,45,19,26,5,5,8,0.72,17,17,21,12,zxing1.6,RELINK
0,9,1,1,1,1,4,0,4,0,28,6,22,8,0,9,13,7,6,1,1,1,0.0,4,4,4,4,zxing1.6,RELINK
1,166,6,6,6,3,38,4,32,2,319,41,261,51,20,145,192,45,147,20,20,22,0.08,43,43,47,25,zxing1.6,RELINK
1,39,3,3,5,2,19,1,16,1,125,17,85,26,23,46,64,27,37,12,12,17,0.27,19,19,25,11,zxing1.6,RELINK
1,175,22,14,23,6,101,8,85,8,440,35,382,165,46,149,187,60,127,52,27,54,0.12,67,42,69,18,zxing1.6,RELINK
0,4,1,1,1,1,3,0,3,0,19,5,14,6,0,6,9,5,4,1,1,1,0.0,3,3,3,3,zxing1.6,RELINK
0,5,2,2,2,1,7,0,7,0,27,3,17,7,7,9,12,7,5,3,3,4,0.41,4,4,5,2,zxing1.6,RELINK
0,13,1,1,1,1,4,0,4,0,47,11,36,15,0,14,21,10,11,3,3,3,0.0,9,9,9,7,zxing1.6,RELINK
0,5,1,1,1,1,5,0,5,0,18,3,15,7,0,8,11,6,5,1,1,1,0.0,2,2,2,2,zxing1.6,RELINK
0,1,1,1,1,1,3,0,3,0,4,0,4,1,0,1,3,2,1,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
1,15,1,1,1,1,5,0,5,0,43,5,38,16,0,12,18,8,10,3,2,3,0.0,7,6,7,5,zxing1.6,RELINK
0,2,1,1,1,1,5,0,5,0,6,0,6,2,0,3,5,3,2,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
0,16,4,4,4,4,13,1,12,0,31,5,26,6,0,10,19,4,15,7,7,7,0.0,8,8,8,8,zxing1.6,RELINK
0,56,2,2,3,1,8,0,8,0,193,17,125,35,51,72,96,41,55,6,6,9,0.41,33,33,42,21,zxing1.6,RELINK
0,2,1,1,1,1,3,0,3,0,11,3,8,3,0,2,3,1,2,1,1,1,0.0,2,2,2,2,zxing1.6,RELINK
1,52,4,4,4,1,17,0,16,0,146,12,119,38,15,74,93,43,50,10,10,10,0.13,28,28,29,7,zxing1.6,RELINK
1,34,3,3,5,1,14,0,12,1,132,13,80,26,39,33,51,18,33,10,10,22,0.49,19,19,31,8,zxing1.6,RELINK
1,9,1,1,1,1,5,0,5,0,83,16,31,15,36,17,23,14,9,3,3,4,1.16,6,6,7,6,zxing1.6,RELINK
1,88,3,3,3,1,16,1,13,1,252,38,174,48,41,89,129,49,80,14,14,16,0.24,38,38,42,18,zxing1.6,RELINK
1,0,1,1,1,1,2,0,2,0,168,29,47,35,92,23,29,29,0,1,1,1,1.96,1,1,1,1,zxing1.6,RELINK
0,40,3,3,3,1,22,0,18,3,100,5,78,25,18,45,58,25,33,5,5,6,0.23,12,12,13,4,zxing1.6,RELINK
0,20,10,10,16,7,46,5,40,1,48,6,41,13,1,22,33,13,20,10,10,16,0.02,10,10,16,7,zxing1.6,RELINK
0,2,1,1,1,1,6,1,5,0,17,4,13,8,0,7,10,8,2,1,1,1,0.0,2,2,2,2,zxing1.6,RELINK
0,3,1,1,1,1,11,3,8,0,28,9,18,12,1,12,15,12,3,1,1,1,0.06,2,2,2,2,zxing1.6,RELINK
0,6,1,1,1,1,7,1,6,0,29,7,21,10,1,10,15,10,5,2,2,2,0.05,4,4,4,3,zxing1.6,RELINK
0,68,3,3,3,1,18,0,17,0,131,10,107,18,16,55,75,17,58,12,12,14,0.15,18,18,20,11,zxing1.6,RELINK
0,1,1,1,1,1,7,1,6,0,11,3,8,5,0,4,6,5,1,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
1,19,1,1,1,1,8,0,8,0,61,7,51,23,4,32,39,21,18,2,2,2,0.08,9,9,9,5,zxing1.6,RELINK
0,7,1,1,1,1,3,0,3,0,31,8,23,9,0,9,14,7,7,1,1,1,0.0,6,6,6,6,zxing1.6,RELINK
0,15,1,1,1,1,36,1,35,0,39,2,37,20,0,32,34,19,15,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
0,8,2,2,2,1,14,0,14,0,38,4,30,17,4,20,23,15,8,3,3,3,0.13,4,4,4,2,zxing1.6,RELINK
0,29,1,1,1,1,6,1,5,0,206,59,147,89,0,89,118,89,29,1,1,1,0.0,28,28,28,28,zxing1.6,RELINK
0,19,1,1,1,1,7,1,5,0,172,51,103,64,18,62,82,63,19,1,1,1,0.17,19,19,19,19,zxing1.6,RELINK
0,5,1,1,1,1,6,0,6,0,14,0,14,5,0,6,9,5,4,2,2,2,0.0,3,3,3,2,zxing1.6,RELINK
0,4,1,1,1,1,3,0,3,0,17,3,14,6,0,6,9,5,4,1,1,1,0.0,3,3,3,3,zxing1.6,RELINK
0,10,1,1,1,1,5,0,5,0,44,6,30,15,8,17,21,11,10,1,1,1,0.27,4,4,4,4,zxing1.6,RELINK
0,11,1,1,1,1,4,0,4,0,37,7,30,13,0,16,22,12,10,2,2,2,0.0,6,6,6,5,zxing1.6,RELINK
1,34,1,1,1,1,6,0,6,0,117,14,84,30,19,34,53,21,32,4,4,4,0.23,20,20,22,12,zxing1.6,RELINK
0,50,1,1,1,1,11,0,11,0,208,19,122,55,69,40,57,28,29,3,3,3,0.57,15,15,15,12,zxing1.6,RELINK
0,5,1,1,1,1,7,0,7,0,11,2,9,2,0,5,6,1,5,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
0,125,2,2,2,1,15,1,13,0,291,28,237,73,28,137,175,66,109,5,5,6,0.12,20,20,23,8,zxing1.6,RELINK
1,13,3,3,4,2,19,1,16,2,43,5,35,14,4,19,26,14,12,5,5,5,0.11,7,7,9,4,zxing1.6,RELINK
0,7,1,1,1,1,8,0,6,1,28,6,19,8,3,10,14,8,6,2,2,2,0.16,3,3,3,2,zxing1.6,RELINK
1,123,2,2,3,1,15,0,14,0,237,21,213,48,4,122,161,51,110,9,9,11,0.02,39,39,46,18,zxing1.6,RELINK
1,29,1,1,1,1,9,0,8,0,84,11,70,27,3,30,43,19,24,3,3,4,0.04,11,11,12,7,zxing1.6,RELINK
0,18,2,2,2,2,9,0,9,0,48,4,43,16,1,22,29,13,16,5,5,5,0.02,8,8,8,8,zxing1.6,RELINK
0,22,1,1,1,1,21,3,17,2,92,18,70,42,8,57,63,42,21,2,2,2,0.11,5,5,5,4,zxing1.6,RELINK
1,80,2,2,2,1,9,0,8,0,203,22,154,41,28,86,126,39,87,8,8,8,0.18,39,39,41,23,zxing1.6,RELINK
1,166,1,1,1,1,9,0,9,1,282,27,217,28,60,123,147,27,120,1,1,1,0.28,23,23,23,23,zxing1.6,RELINK
0,11,2,2,2,2,11,1,10,0,27,4,23,7,0,9,13,5,8,3,3,3,0.0,4,4,4,4,zxing1.6,RELINK
0,6,1,1,1,1,3,0,3,0,20,1,19,8,0,9,13,7,6,1,1,1,0.0,4,4,4,4,zxing1.6,RELINK
1,17,1,1,1,1,5,0,5,0,47,6,41,17,0,14,20,7,13,5,2,5,0.0,9,6,9,5,zxing1.6,RELINK
1,122,2,2,2,1,14,0,13,0,271,31,233,74,7,140,179,69,110,4,4,7,0.03,33,33,40,26,zxing1.6,RELINK
1,21,1,1,1,1,12,0,12,2,44,5,38,13,9,27,31,10,21,1,1,1,0.24,3,3,3,3,zxing1.6,RELINK
1,18,1,1,1,1,8,0,8,0,43,5,35,13,3,17,22,10,12,1,1,1,0.09,4,4,4,4,zxing1.6,RELINK
0,0,1,1,1,1,2,0,2,0,19,3,7,5,9,3,4,4,0,1,1,1,1.29,1,1,1,1,zxing1.6,RELINK
1,29,1,1,1,1,7,0,7,0,76,13,62,18,1,31,45,16,29,3,3,3,0.02,14,14,14,8,zxing1.6,RELINK
0,5,1,1,1,1,7,0,7,0,13,0,13,6,0,9,10,5,5,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
0,25,4,4,4,4,11,0,11,0,39,2,36,6,1,15,29,5,24,12,12,12,0.03,14,14,14,14,zxing1.6,RELINK
0,7,2,2,3,2,9,0,9,0,21,2,19,7,0,8,13,6,7,4,4,5,0.0,5,5,6,5,zxing1.6,RELINK
1,3,1,1,1,1,3,0,3,0,13,2,11,5,0,5,7,4,3,1,1,1,0.0,2,2,2,2,zxing1.6,RELINK
1,19,3,3,4,2,22,1,19,2,50,5,41,15,4,18,25,15,10,4,4,6,0.1,6,6,8,4,zxing1.6,RELINK
0,72,1,1,1,1,6,0,6,0,161,24,136,43,1,78,97,37,60,2,2,14,0.01,20,20,32,19,zxing1.6,RELINK
1,59,5,5,7,4,31,1,28,1,178,13,116,38,49,60,78,32,46,10,10,13,0.42,21,21,28,18,zxing1.6,RELINK
0,13,1,1,1,1,4,0,4,0,47,13,34,11,0,14,23,10,13,3,3,5,0.0,9,9,12,9,zxing1.6,RELINK
1,76,3,3,4,1,17,0,16,0,168,16,148,46,5,76,101,39,62,7,7,9,0.03,30,24,37,13,zxing1.6,RELINK
1,11,1,1,1,1,6,0,6,0,24,3,21,7,0,13,17,7,10,1,1,1,0.0,3,3,3,3,zxing1.6,RELINK
0,22,7,3,7,7,27,0,27,6,29,1,28,1,6,14,18,2,16,7,3,7,0.21,7,3,7,7,zxing1.6,RELINK
0,3,1,1,1,1,5,0,5,0,8,1,7,2,0,3,4,1,3,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
0,10,1,1,1,1,3,0,3,0,43,9,34,16,0,15,22,12,10,1,1,1,0.0,7,7,7,7,zxing1.6,RELINK
0,8,1,1,1,1,5,0,5,0,22,4,18,4,0,5,10,3,7,2,2,2,0.0,5,5,5,3,zxing1.6,RELINK
0,30,2,2,2,1,11,1,10,0,71,13,58,17,0,36,46,16,30,5,5,5,0.0,10,10,10,5,zxing1.6,RELINK
1,225,9,8,9,7,35,1,31,6,428,28,343,69,92,174,243,56,187,20,20,20,0.27,90,80,92,72,zxing1.6,RELINK
0,2,2,2,2,1,7,0,6,1,9,0,8,3,1,2,5,3,2,2,2,2,0.13,2,2,2,1,zxing1.6,RELINK
0,20,2,2,2,2,18,0,18,0,46,4,42,17,0,27,32,13,19,4,4,4,0.0,5,5,5,5,zxing1.6,RELINK
0,16,3,2,3,2,12,0,11,1,27,0,26,5,2,12,16,4,12,5,3,5,0.08,6,4,6,5,zxing1.6,RELINK
0,180,5,4,6,4,19,2,16,0,379,67,306,53,10,159,230,57,173,26,6,29,0.03,102,78,116,86,zxing1.6,RELINK
1,5,1,1,1,1,7,0,7,0,11,2,9,2,0,5,6,1,5,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
1,12,1,1,1,1,5,0,5,0,30,5,25,8,0,15,20,8,12,1,1,1,0.0,4,4,4,4,zxing1.6,RELINK
0,3,1,1,1,1,3,0,3,0,16,3,13,6,0,5,9,6,3,1,1,1,0.0,3,3,3,3,zxing1.6,RELINK
1,33,1,1,1,1,8,0,8,0,68,7,61,21,0,21,29,11,18,1,1,1,0.0,7,7,7,7,zxing1.6,RELINK
0,49,2,2,2,1,9,0,8,0,110,17,91,20,2,39,59,18,41,6,6,6,0.02,23,23,23,14,zxing1.6,RELINK
0,90,8,8,9,4,56,5,40,14,278,35,174,48,85,104,129,51,78,16,16,19,0.49,33,33,39,18,zxing1.6,RELINK
1,32,2,2,2,1,12,1,10,0,101,15,82,34,4,52,64,32,32,4,4,5,0.05,15,15,19,9,zxing1.6,RELINK
0,13,1,1,1,1,4,0,4,0,71,12,38,14,21,16,26,13,13,2,2,2,0.55,9,9,9,8,zxing1.6,RELINK
0,86,9,6,15,6,38,2,33,3,160,12,134,31,14,66,90,32,58,17,17,41,0.1,36,26,60,27,zxing1.6,RELINK
1,13,1,1,1,1,11,1,10,0,46,8,37,20,1,18,22,11,11,2,2,2,0.03,3,3,3,2,zxing1.6,RELINK
0,8,2,2,3,2,12,0,12,0,28,2,25,12,1,14,20,12,8,4,4,6,0.04,5,5,7,5,zxing1.6,RELINK
0,10,3,3,4,2,12,0,12,0,66,3,63,47,20,13,20,10,10,4,4,6,0.32,6,6,8,5,zxing1.6,RELINK
1,24,1,1,1,1,7,0,7,0,56,5,51,18,0,18,26,10,16,1,1,1,0.0,5,5,5,5,zxing1.6,RELINK
0,12,1,1,1,1,5,0,5,0,48,7,38,18,3,16,24,12,12,2,2,2,0.08,8,8,8,6,zxing1.6,RELINK
1,7,1,1,1,1,7,0,7,0,17,2,15,6,0,10,13,6,7,1,1,1,0.0,2,2,2,2,zxing1.6,RELINK
0,5,1,1,1,1,7,1,6,0,21,5,15,7,2,9,11,6,5,1,1,1,0.13,2,2,2,2,zxing1.6,RELINK
0,3,1,1,1,1,5,0,5,0,8,1,7,2,0,3,4,1,3,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
0,3,1,1,1,1,5,0,5,0,8,1,7,2,0,3,4,1,3,1,1,1,0.0,1,1,1,1,zxing1.6,RELINK
0,8,1,1,1,1,3,0,3,0,28,6,22,8,0,10,13,5,8,1,1,1,0.0,5,5,5,5,zxing1.6,RELINK
0,9,1,1,1,1,12,2,9,0,32,9,23,10,0,13,16,7,9,2,2,2,0.0,3,3,3,2,zxing1.6,RELINK
0,14,2,2,2,1,17,3,14,0,43,10,33,13,0,18,23,9,14,4,4,4,0.0,5,5,5,2,zxing1.6,RELINK
0,2,1,1,1,1,3,0,3,0,13,3,10,5,0,4,6,4,2,1,1,1,0.0,2,2,2,2,zxing1.6,RELINK
0,3,1,1,1,1,3,0,3,0,14,3,11,4,0,3,6,3,3,1,1,1,0.0,3,3,3,3,zxing1.6,RELINK
0,11,1,1,1,1,4,0,4,0,31,5,26,9,0,14,18,7,11,1,1,1,0.0,5,5,5,5,zxing1.6,RELINK
0,8,1,1,1,1,3,0,3,0,38,9,29,13,0,13,20,12,8,1,1,1,0.0,7,7,7,7,zxing1.6,RELINK
1,42,1,1,1,1,10,0,10,0,70,6,64,16,0,16,23,10,13,1,1,1,0.0,6,6,6,6,zxing1.6,RELINK
1,19,1,1,1,1,5,0,5,0,52,9,43,13,0,20,30,11,19,2,2,2,0.0,10,10,10,7,zxing1.6,RELINK
